OBJECTID,Survey_Num,Purpose,WIN,Name_of_Wa,Date,NYTME,NYTMN,Site_Lengt,Total_Of_N,Brook_Trou,Brown_Trou,Rainbow_Tr,POINT_X,POINT_Y
3744,502033.00000000000,CROTS survey,SLC-25-4,Little Trout River,07/18/02,565043,4973428,300,23,0,23,,-74.17601179590,44.91130679190
3745,502033.00000000000,CROTS survey,SLC-25-4,Little Trout River,07/18/02,565325,4972672,300,60,3,57,,-74.17253733240,44.90447610570
3746,702014.00000000000,Reclassification,SR-16-8-15-2,Babcock Hollow,07/18/02,404724,4704448,313,70,70,0,,-76.15929721990,42.48652582560
3747,702019.00000000000,Reclassification,SR-16-8-15-2-4,Unnamed Water,07/18/02,404724,4704448,342,17,17,0,,-76.15929721990,42.48652582560
3748,302014.00000000000,General biological survey,D-70-20-25-9-6,Unnamed Water,07/19/02,518758,4634218,45,18,18,0,,-74.77399832020,41.85964816690
3749,302015.00000000000,General biological survey,D-70-20-25-9-6-1,Unnamed Water,07/19/02,519062,4635307,84,7,7,0,,-74.77030056650,41.86944931570
3750,302016.00000000000,General biological survey,D-70-20-25-9-7,Unnamed Water,07/19/02,519074,4634194,75,17,16,1,,-74.77019186620,41.85942444850
3751,302019.00000000000,General biological survey,D-70-20-25-9-9,Unnamed Water,07/19/02,520979,4634519,115,26,26,0,,-74.74722864650,41.86230344140
3752,502033.00000000000,CROTS survey,SLC-25-4,Little Trout River,07/19/02,558612,4975347,340,8,0,8,,-74.25725227840,44.92913900890
3753,402010.00000000000,Population estimate,D-70-20-4,Trout Brook,07/22/02,495001,4643946,386,142,36,15,91,-75.06031197380,41.94747302070
3754,702024.00000000000,Reclassification,SR-108-1-2,Unnamed Water,07/22/02,442435,4664855,136,11,11,0,,-75.69653970550,42.13369368300
3755,702026.00000000000,Reclassification,SR-108,Sage Creek,07/22/02,444607,4663594,430,10,10,0,,-75.67014045090,42.12249383550
3756,702026.00000000000,Reclassification,SR-108,Sage Creek,07/22/02,445139,4663037,561,2,2,0,,-75.66365242650,42.11751497080
3757,402011.00000000000,Population estimate,D-70-20-24,Horse Brook,07/23/02,505465,4644958,250,209,126,14,69,-74.93405643510,41.95658474800
3758,702022.00000000000,Reclassification,SR-111,Ouaquaga Creek,07/23/02,445040,4668209,557,3,3,0,,-75.66533740990,42.16408623220
3759,902307.00000000000,Whirling disease sampling,ONT-117-25,Oatka Creek,07/23/02,244340,4731514,400,20,0,20,,-78.12102067900,42.69359527830
3760,902308.00000000000,CROTS survey,E-1-55,Beaver Meadow Creek,07/23/02,222246,4729308,320,11,0,11,,-78.38921669090,42.66610216300
3761,902308.00000000000,CROTS survey,E-1-55,Beaver Meadow Creek,07/23/02,222862,4728870,355,13,0,13,,-78.38149923430,42.66238660320
3762,302021.00000000000,General biological survey,D-70-20-25-9-10A,Unnamed Water,07/24/02,522316,4633650,84,6,6,0,,-74.73115237770,41.85443995650
3763,302030.00000000000,General biological survey,D-70-20-25-9-10A1,Unnamed Water,07/24/02,521525,4633904,10,4,4,0,,-74.74067245730,41.85674959480
3764,302032.00000000000,General biological survey,D-70-20-25-9-11,Unnamed Water,07/24/02,522335,4633549,78,7,7,0,,-74.73092729410,41.85352973390
3765,702014.00000000000,Reclassification,SR-16-8-15-2,Babcock Hollow,07/24/02,403196,4701732,200,50,50,0,,-76.17742723950,42.46188136860
3766,302017.00000000000,General biological survey,D-70-20-25-9-8,Unnamed Water,07/26/02,520292,4633325,260,88,54,34,,-74.75554704080,41.85156722830
3767,302017.00000000000,General biological survey,D-70-20-25-9-8,Unnamed Water,07/26/02,521083,4632317,60,32,31,1,,-74.74605404420,41.84246767800
3768,402012.00000000000,Population estimate,D-70,East Br Delaware River,07/26/02,498795,4655393,1077,309,28,281,,-75.01456158250,42.05058728050
3769,402010.00000000000,Population estimate,D-70-20-4,Trout Brook,07/29/02,491989,4647074,388,133,3,18,112,-75.09669371830,41.97562118760
3770,502040.00000000000,Whirling disease sampling,C-25-27-9,Rocky Branch,07/29/02,602396,4913805,375,37,28,0,9,-73.71481209260,44.37029344790
3771,502040.00000000000,Whirling disease sampling,C-25-27-9,Rocky Branch,07/29/02,602512,4911474,450,82,56,0,26,-73.71381566710,44.34929650320
3772,402011.00000000000,Population estimate,D-70-20-24,Horse Brook,07/30/02,505909,4646093,189,51,48,0,3,-74.92868750390,41.96680417420
3773,502039.00000000000,CROTS survey,C-3-25,North Branch Great Chazy,07/30/02,603644,4979246,300,13,0,3,10,-73.68591116560,44.95909236370
3774,502039.00000000000,CROTS survey,C-3-25,North Branch Great Chazy,07/30/02,607158,4978947,300,5,0,0,5,-73.64143345130,44.95588024090
3775,702025.00000000000,Reclassification,SR-108-1,Still Creek,07/30/02,443426,4664473,131,10,10,0,,-75.68451234180,42.13032562540
3776,902005.00000000000,CROTS survey,E-1-6-7,Little Buffalo Creek,07/30/02,206611,4751065,275,1,0,1,,-78.59093374540,42.85585058600
3777,902005.00000000000,CROTS survey,E-1-6-7,Little Buffalo Creek,07/30/02,207607,4749555,300,8,0,8,,-78.57798202880,42.84266055100
3778,902005.00000000000,CROTS survey,E-1-6-7,Little Buffalo Creek,07/30/02,209396,4749243,180,9,0,9,,-78.55597048260,42.84053789400
3779,502039.00000000000,CROTS survey,C-3-25,North Branch Great Chazy,07/31/02,600689,4975304,450,3,0,2,1,-73.72415389530,44.92404013810
3780,502039.00000000000,CROTS survey,C-3-25,North Branch Great Chazy,07/31/02,601754,4975343,350,9,0,6,3,-73.71065466070,44.92423958840
3781,702044.00000000000,Reclassification,SR-44-68-7,Unnamed Water,07/31/02,462677,4730513,149,67,57,10,,-75.45588473870,42.72621577480
3782,502038.00000000000,CROTS survey,C-15-22,North Branch Saranac River,08/01/02,590859,4938412,300,2,1,1,,-73.85526092110,44.59331726230
3783,502038.00000000000,CROTS survey,C-15-22,North Branch Saranac River,08/01/02,592115,4938774,300,4,0,4,,-73.83937483910,44.59641583090
3784,702031.00000000000,Reclassification,SR-44-14-27-42,Unnamed Water,08/01/02,430117,4720623,50,12,12,0,,-75.85234029790,42.63488700690
3785,702032.00000000000,Reclassification,SR-44-14-27-44,Glen Brook,08/01/02,431999,4726168,91,13,13,0,,-75.83005244970,42.68498643350
3786,702032.00000000000,Reclassification,SR-44-14-27-44,Glen Brook,08/01/02,432948,4719942,160,187,187,0,,-75.81773472010,42.62900644680
3787,702032.00000000000,Reclassification,SR-44-14-27-44,Glen Brook,08/01/02,432958,4724415,77,36,36,0,,-75.81814049900,42.66928545290
3788,702034.00000000000,Reclassification,SR-44-14-27-44-1,Unnamed Water,08/01/02,432917,4720527,369,67,67,0,,-75.81818174260,42.63427152780
3789,702035.00000000000,Reclassification,SR-44-14-27-44-1-1,Unnamed Water,08/01/02,431802,4722084,212,38,38,0,,-75.83196630670,42.64819393140
3790,702035.00000000000,Reclassification,SR-44-14-27-44-1-1,Unnamed Water,08/01/02,432253,4721642,20,26,26,0,,-75.82641230460,42.64425367170
3791,802906.00000000000,General biological survey,ONT-117-19-28,Spring Creek,08/01/02,250480,4775814,375,1,0,1,,-78.06585865710,43.09397667990
3792,502038.00000000000,CROTS survey,C-15-22,North Branch Saranac River,08/02/02,587149,4937788,300,5,0,5,,-73.90210049910,44.58815959330
3793,502038.00000000000,CROTS survey,C-15-22,North Branch Saranac River,08/02/02,588224,4938178,300,3,0,3,,-73.88849330850,44.59153895830
3794,502042.00000000000,Whirling disease sampling,H-240-89-13-2,Unnamed Water,08/05/02,549604,4766961,285,169,20,149,,-74.39089415770,43.05372590750
3795,702028.00000000000,"Other, see comments",ONT-66-11-P26-37-6-2,Limestone Creek,08/05/02,429433,4744679,430,102,0,102,,-75.86368361160,42.85143627990
3796,702028.00000000000,"Other, see comments",ONT-66-11-P26-37-6-2,Limestone Creek,08/05/02,430087,4744717,342,25,0,25,,-75.85568477430,42.85183854050
3797,902309.00000000000,CROTS survey,ONT-117-201,Cryder Creek,08/05/02,271805,4658437,265,13,3,10,,-77.75721845650,42.04487201440
3798,902310.00000000000,General biological survey,ONT-117-187-5,Fulmer Valley Creek,08/05/02,265709,4664473,100,15,4,11,,-77.83320443800,42.09737672540
3799,302066.00000000000,Population estimate,D-70-20-25-9,Little Beaver Kill,08/06/02,517986,4634448,360,45,0,45,,-74.78329253440,41.86173766170
3800,702028.00000000000,"Other, see comments",ONT-66-11-P26-37-6-2,Limestone Creek,08/06/02,426245,4746919,444,11,0,11,,-75.90299145230,42.87130470810
3801,702028.00000000000,"Other, see comments",ONT-66-11-P26-37-6-2,Limestone Creek,08/06/02,426256,4746510,400,17,1,16,,-75.90280311710,42.86762306190
3802,902006.00000000000,Trap and transfer,ONT-117-136-8,Unnamed Water,08/06/02,235075,4698362,300,27,27,0,,-78.21858937570,42.39237274380
3803,302063.00000000000,Population estimate,D-70-20-25-1,Abe Wood Brook,08/07/02,506546,4642262,312,125,120,2,3,-74.92104249650,41.93229432620
3804,402006.00000000000,Population estimate,D-71,West Br Delaware River,08/07/02,465110,4655439,3428,159,0,154,5,-75.42161848300,42.05022810650
3805,502043.00000000000,Whirling disease sampling,H-240-89-11,Hale Creek,08/07/02,555884,4763545,1000,23,23,0,,-74.31412750950,43.02253053930
3806,502045.00000000000,Whirling disease sampling,H-240-89-13,Meco Creek,08/07/02,550365,4767074,400,73,2,71,,-74.38153986140,43.05469329860
3807,702028.00000000000,"Other, see comments",ONT-66-11-P26-37-6-2,Limestone Creek,08/07/02,425722,4749081,528,18,0,18,,-75.90967978360,42.89072098520
3808,702028.00000000000,"Other, see comments",ONT-66-11-P26-37-6-2,Limestone Creek,08/07/02,426150,4747500,520,22,0,22,,-75.90423078480,42.87652695000
3809,302063.00000000000,Population estimate,D-70-20-25-1,Abe Wood Brook,08/08/02,505675,4640777,330,118,118,0,,-74.93156273980,41.91892600400
3810,502043.00000000000,Whirling disease sampling,H-240-89-11,Hale Creek,08/09/02,556871,4764764,420,211,114,97,,-74.30189040330,43.03343364330
3811,402014.00000000000,Population estimate,D-70-20-28,Spring Brook,08/12/02,508405,4646199,447,343,180,68,95,-74.89856316650,41.96773622280
3812,502046.00000000000,CROTS survey,H-369,Sacandaga River,08/12/02,560690,4811676,400,1,0,1,,-74.24984950080,43.45553078130
3813,702039.00000000000,Reclassification,ONT-66-12-P296-74-30-1,Unnamed Water,08/12/02,392816,4717243,115,4,4,0,,-76.30655685630,42.60016822920
3814,402014.00000000000,Population estimate,D-70-20-28,Spring Brook,08/13/02,508898,4650497,279,77,45,8,24,-74.89254826640,42.00644148890
3815,502046.00000000000,CROTS survey,H-369,Sacandaga River,08/13/02,557248,4801164,300,1,0,1,,-74.29349157700,43.36115444500
3816,702041.00000000000,Reclassification,SR-127,Kirby Brook,08/16/02,451661,4675887,10,0,0,0,,-75.58582727880,42.23367021580
3817,702041.00000000000,Reclassification,SR-127,Kirby Brook,08/16/02,451849,4675497,15,0,0,0,,-75.58351664140,42.23016955410
3818,702041.00000000000,Reclassification,SR-127,Kirby Brook,08/16/02,451856,4673275,280,36,36,0,,-75.58324762350,42.21015897970
3819,402016.00000000000,Population estimate,D-70-20-19,Russell Brook,08/19/02,500705,4645163,357,111,45,48,18,-74.99149285090,41.95844975090
3820,702042.00000000000,CROTS survey,ONT-66-12-12-P154-6-P175-16,Spafford Creek,08/19/02,399953,4740705,313,19,0,19,,-76.22372050290,42.81236740550
3821,902007.00000000000,Special regs evaluation,E-23-48-3-2,Mckinstry Creek,08/19/02,213176,4706452,740,188,0,59,129,-78.48821588050,42.45732347930
3822,902007.00000000000,Special regs evaluation,E-23-48-3-2,Mckinstry Creek,08/19/02,213696,4706793,600,84,0,37,47,-78.48207329150,42.46058099540
3823,402016.00000000000,Population estimate,D-70-20-19,Russell Brook,08/20/02,503653,4647742,325,102,66,36,,-74.95590368300,41.98166991490
3824,502050.00000000000,CROTS survey,SLC-32-6,Deer River,08/20/02,535385,4951350,300,4,0,4,,-74.55325082960,44.71465460320
3825,502050.00000000000,CROTS survey,SLC-32-6,Deer River,08/20/02,537475,4952784,300,3,0,3,,-74.52675943000,44.72745729390
3826,502050.00000000000,CROTS survey,SLC-32-6,Deer River,08/20/02,538802,4953172,300,3,0,3,,-74.50997296240,44.73087941380
3827,702042.00000000000,CROTS survey,ONT-66-12-12-P154-6-P175-16,Spafford Creek,08/20/02,400808,4740014,610,13,0,13,,-76.21314330240,42.80625735050
3828,702042.00000000000,CROTS survey,ONT-66-12-12-P154-6-P175-16,Spafford Creek,08/20/02,402151,4737906,477,37,0,37,,-76.19635587680,42.78745090990
3829,902007.00000000000,Special regs evaluation,E-23-48-3-2,Mckinstry Creek,08/20/02,210332,4706328,360,55,10,31,14,-78.52267748280,42.45515169760
3830,902007.00000000000,Special regs evaluation,E-23-48-3-2,Mckinstry Creek,08/20/02,211204,4706860,475,144,0,84,60,-78.51235998190,42.46025907020
3831,502050.00000000000,CROTS survey,SLC-32-6,Deer River,08/21/02,541295,4952040,300,1,0,1,,-74.47858189870,44.72054973970
3832,702043.00000000000,CROTS survey,ONT-66-12-28,Carpenters Brook,08/21/02,384277,4769861,600,13,0,13,,-76.42143400000,43.07263263430
3833,702043.00000000000,CROTS survey,ONT-66-12-28,Carpenters Brook,08/21/02,385119,4766207,497,25,0,25,,-76.41034054950,43.03986633150
3834,902008.00000000000,Special regs evaluation,E-23-50,Hosmer Brook,08/21/02,211930,4714555,400,38,0,19,19,-78.50741432020,42.52969952640
3835,902008.00000000000,Special regs evaluation,E-23-50,Hosmer Brook,08/21/02,212241,4715795,500,124,0,69,55,-78.50425850990,42.54096159480
3836,402018.00000000000,Population estimate,D-70-20-14,Horton Brook,08/22/02,498709,4647374,305,106,5,58,43,-75.01558319200,41.97836286080
3837,702043.00000000000,CROTS survey,ONT-66-12-28,Carpenters Brook,08/22/02,383725,4771422,600,12,0,12,,-76.42853868630,43.08660059940
3838,902008.00000000000,Special regs evaluation,E-23-50,Hosmer Brook,08/22/02,212724,4716872,410,78,0,49,29,-78.49892859940,42.55082234750
3839,902009.00000000000,Special regs evaluation,E-23-48-3,Lime Lake Outlet,08/22/02,213478,4710070,585,116,0,57,59,-78.48635658690,42.48995816010
3840,902311.00000000000,Whirling disease sampling,E-23-48-3,Lime Lake Outlet,08/22/02,213478,4710070,585,13,0,6,7,-78.48635658690,42.48995816010
3841,302046.00000000000,General biological survey,D-70-20-25-13,Unnamed Water,08/23/02,521115,4639953,46,10,10,0,,-74.74539577840,41.91124254060
3842,302048.00000000000,General biological survey,D-70-20-25-20,Unnamed Water,08/23/02,525920,4640254,57,22,22,0,,-74.68744471990,41.91381047260
3843,302053.00000000000,General biological survey,D-70-20-25-26D,Unnamed Water,08/23/02,529116,4643062,50,14,14,0,,-74.64876785170,41.93898968130
3844,102017.00000000000,"Other, see comments",SOB-220,Massapequa Creek,08/26/02,630260,4504911,450,4,0,4,,-73.45850614000,40.68480650030
3845,102018.00000000000,"Other, see comments",GSB-208,Carlls River,08/26/02,641230,4507006,30,1,0,1,,-73.32826635230,40.70186575270
3846,602707.00000000000,General biological survey,SLC-32-20-12,Alder Meadow Brook,08/26/02,513707,4935227,150,10,10,0,,-74.82737261310,44.57025074430
3847,902009.00000000000,Special regs evaluation,E-23-48-3,Lime Lake Outlet,08/26/02,213680,4706999,470,149,0,80,69,-78.48237027990,42.46242687840
3848,902009.00000000000,Special regs evaluation,E-23-48-3,Lime Lake Outlet,08/26/02,213867,4708807,400,112,0,63,49,-78.48100154460,42.47874853690
3849,902311.00000000000,Whirling disease sampling,E-23-48-3,Lime Lake Outlet,08/26/02,213680,4706999,470,29,0,15,14,-78.48237027990,42.46242687840
3850,102018.00000000000,"Other, see comments",GSB-208,Carlls River,08/27/02,641216,4508442,20,1,0,1,,-73.32810854700,40.71479912130
3851,302022.00000000000,Population estimate,D-70-20-40,Shin Creek,08/27/02,518050,4649925,396,194,96,97,1,-74.78204740370,42.00113306300
3852,602215.00000000000,General biological survey,H-240-144-9-5,Beaver Creek,08/27/02,512688,4777700,280,29,29,0,,-74.84394991070,43.15194435090
3853,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517516,4772339,20,3,1,2,,-74.78473989580,43.10357309120
3854,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517521,4772348,20,6,4,2,,-74.78467816550,43.10365401940
3855,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517527,4772365,20,4,2,2,,-74.78460389310,43.10380696330
3856,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517530,4772378,20,3,3,0,,-74.78456661470,43.10392395710
3857,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517531,4772389,20,3,3,0,,-74.78455397810,43.10402298740
3858,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517536,4772400,20,2,0,2,,-74.78449218390,43.10412192520
3859,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517538,4772412,20,3,2,1,,-74.78446722610,43.10422993730
3860,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517540,4772424,20,4,4,0,,-74.78444226820,43.10433794930
3861,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517543,4772436,20,4,4,0,,-74.78440502080,43.10444593820
3862,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517549,4772448,20,2,0,2,,-74.78433090480,43.10455385760
3863,602216.00000000000,"Other, see comments",H-240-144-7,Beaver Brook,08/27/02,517565,4772476,306,19,5,14,,-74.78413338770,43.10480562290
3864,902009.00000000000,Special regs evaluation,E-23-48-3,Lime Lake Outlet,08/27/02,213804,4705855,16,166,0,165,1,-78.48029462780,42.45218890130
3865,902010.00000000000,Special regs evaluation,E-23-56,Clear Creek,08/27/02,219962,4713845,760,262,0,98,164,-78.40944348160,42.52626660670
3866,302022.00000000000,Population estimate,D-70-20-40,Shin Creek,08/28/02,521144,4650070,295,320,94,226,,-74.74468266290,42.00236200510
3867,902010.00000000000,Special regs evaluation,E-23-56,Clear Creek,08/28/02,220891,4712493,510,203,0,67,136,-78.39749301620,42.51444790780
3868,902010.00000000000,Special regs evaluation,E-23-56,Clear Creek,08/28/02,221903,4710972,540,336,0,173,163,-78.38445666050,42.50113826750
3869,902017.00000000000,General biological survey,E-21,Delaware Creek,08/28/02,167453,4727817,0,10,0,0,10,-79.05544415340,42.63099903030
3870,902010.00000000000,Special regs evaluation,E-23-56,Clear Creek,08/29/02,222893,4709592,500,201,0,71,130,-78.37176132250,42.48908668030
3871,902010.00000000000,Special regs evaluation,E-23-56,Clear Creek,08/29/02,223800,4709202,460,200,1,49,150,-78.36055578520,42.48590440130
3872,902018.00000000000,General biological survey,E-30,Reiter Creek,08/29/02,149202,4716267,0,1,0,0,1,-79.27033374330,42.51918506620
3873,702048.00000000000,Reclassification,ONT-66-12-P296-74-19,Mud Creek,08/30/02,393869,4709817,197,28,28,0,,-76.29234308710,42.53345405530
3874,702051.00000000000,Reclassification,ONT-66-12-P296-74-30,Webster Brook,08/30/02,392241,4719703,256,5,5,0,,-76.31402979840,42.62223629070
3875,802011.00000000000,General biological survey,PA-3-58-38,Neil Creek,08/30/02,290039,4699843,210,12,0,12,,-77.55209614180,42.42249817760
3876,802011.00000000000,General biological survey,PA-3-58-38,Neil Creek,08/30/02,293471,4700459,450,12,0,12,,-77.51064035620,42.42896140470
3877,802011.00000000000,General biological survey,PA-3-58-38,Neil Creek,08/30/02,296164,4700208,195,8,0,8,,-77.47784421970,42.42741513850
3878,902019.00000000000,General biological survey,E-32,Scott Creek,09/03/02,147096,4714814,0,3,0,0,3,-79.29500544780,42.50517906070
3879,902020.00000000000,General biological survey,E-31,Beaver Creek,09/03/02,148592,4715380,0,2,0,0,2,-79.27719503080,42.51094246580
3880,402018.00000000000,Population estimate,D-70-20-14,Horton Brook,09/04/02,499515,4649628,318,41,10,4,27,-75.00585611920,41.99866483890
3881,702049.00000000000,Reclassification,SR-134,Kelsey Brook,09/04/02,455762,4679022,125,9,6,3,,-75.53636800860,42.26214672080
3882,702049.00000000000,Reclassification,SR-134,Kelsey Brook,09/04/02,456578,4676562,150,3,0,3,,-75.52629053350,42.24003806900
3883,702049.00000000000,Reclassification,SR-134,Kelsey Brook,09/04/02,456907,4676066,437,4,4,0,,-75.52226625880,42.23558936050
3884,802012.00000000000,CROTS survey,ONT-117-19-28,Spring Creek,09/04/02,246313,4773083,207,6,0,6,,-78.11573936760,43.06803804270
3885,802012.00000000000,CROTS survey,ONT-117-19-28,Spring Creek,09/04/02,247944,4774798,263,20,0,20,,-78.09651354190,43.08400236310
3886,302023.00000000000,Population estimate,D-70-20,Beaver Kill,09/05/02,506789,4643703,456,8,0,8,,-74.91809484030,41.94527100710
3887,702050.00000000000,Reclassification,ONT-66-12-P296-74-30-3,Unnamed Water,09/05/02,391328,4721127,80,7,7,0,,-76.32543219570,42.63492871650
3888,902011.00000000000,CROTS survey,PA-63-33,Mud Creek,09/05/02,167759,4688000,200,24,0,24,,-79.02869340890,42.27343376860
3889,902011.00000000000,CROTS survey,PA-63-33,Mud Creek,09/05/02,168441,4689380,360,99,0,51,48,-79.02123288480,42.28612169120
3890,902011.00000000000,CROTS survey,PA-63-33,Mud Creek,09/05/02,170376,4689776,380,77,0,75,2,-78.99804560660,42.29049933920
3891,902011.00000000000,CROTS survey,PA-63-33,Mud Creek,09/05/02,173471,4689127,150,26,4,22,,-78.96022755280,42.28596993410
3892,302023.00000000000,Population estimate,D-70-20,Beaver Kill,09/09/02,510520,4645565,375,47,1,42,4,-74.87304940530,41.96200058470
3893,302057.00000000000,General biological survey,D-70-20-25-29,Unnamed Water,09/09/02,531319,4645297,50,9,9,0,,-74.62207428120,41.95903495720
3894,302060.00000000000,General biological survey,D-70-20-25-31,Unnamed Water,09/09/02,533413,4646768,60,13,13,0,,-74.59672306960,41.97219756150
3895,302067.00000000000,General biological survey,D-70-20-25,Willowemoc Creek,09/09/02,533425,4646766,30,8,8,0,,-74.59657835320,41.97217903960
3896,302068.00000000000,General biological survey,D-70-20-25-29A,Unnamed Water,09/09/02,531580,4645533,50,7,7,0,,-74.61891220230,41.96115008830
3897,802018.00000000000,General biological survey,ONT-117-201,Cryder Creek,09/09/02,273839,4660786,100,15,15,0,,-77.73357610440,42.06659190900
3898,902309.00000000000,CROTS survey,ONT-117-201,Cryder Creek,09/09/02,264613,4654512,300,1,0,1,,-77.84244108320,42.00744502800
3899,902309.00000000000,CROTS survey,ONT-117-201,Cryder Creek,09/09/02,268006,4656484,350,12,8,4,,-77.80229555590,42.02619173570
3900,902312.00000000000,General biological survey,ONT-117-187-1,Unnamed Water,09/09/02,259796,4663675,50,11,11,0,,-77.90429284750,42.08841186930
3901,902313.00000000000,General biological survey,ONT-117-201-11-2,Spring Mills Creek,09/09/02,271029,4654017,75,15,15,0,,-77.76485943470,42.00488363850
3902,302069.00000000000,Population estimate,D-70-20-25-11,Sprague Brook,09/10/02,517699,4638982,180,64,15,49,,-74.78661465600,41.90258092320
3903,302064.00000000000,Population estimate,D-70-20-25-2,Stewart Brook,09/11/02,507584,4641492,258,104,7,84,13,-74.90853211770,41.92534982250
3904,302062.00000000000,General biological survey,D-70-20-25-4,Hazel Brook,09/12/02,510832,4641112,171,131,131,0,,-74.86936622900,41.92188936590
3905,802915.00000000000,General biological survey,PA-3-58,Cohocton River,09/12/02,291832,4715872,375,34,2,32,,-77.53614696590,42.56719518030
3906,802915.00000000000,General biological survey,PA-3-58,Cohocton River,09/12/02,294522,4708410,900,3,0,3,,-77.50072318990,42.50077837180
3907,802915.00000000000,General biological survey,PA-3-58,Cohocton River,09/12/02,305191,4693627,1050,3,0,3,,-77.36597748670,42.37051593540
3908,302061.00000000000,Population estimate,D-70-20-25-3,Bennett Brook,09/13/02,509449,4641801,168,59,58,1,,-74.88603411250,41.92811279250
3909,302064.00000000000,Population estimate,D-70-20-25-2,Stewart Brook,09/16/02,507494,4638075,240,76,73,3,,-74.90966097680,41.89457445240
3910,302065.00000000000,Population estimate,D-70-20-25-6,Elm Hollow Brook,09/17/02,513660,4641258,264,55,44,11,,-74.83525732740,41.92316048660
3911,302066.00000000000,Population estimate,D-70-20-25-9,Little Beaver Kill,09/18/02,515198,4637457,312,10,0,10,,-74.81680668290,41.88889764580
3912,402021.00000000000,Whirling disease sampling,D-70-20-4,Trout Brook,09/20/02,491997,4647061,1425,56,7,5,44,-75.09659698060,41.97550418180
3913,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/23/02,272317,4765764,564,183,0,183,,-77.79376542440,43.01045630340
3914,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/23/02,274571,4765546,480,38,0,38,,-77.76605152930,43.00916700670
3915,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/24/02,271099,4765586,435,74,0,74,,-77.80862027170,43.00848968770
3916,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/24/02,271510,4765831,456,205,0,205,,-77.80368350750,43.01081687720
3917,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/25/02,267375,4764591,513,246,0,246,,-77.85384424190,42.99841082640
3918,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/25/02,270499,4765224,600,13,0,13,,-77.81582476230,43.00505296860
3919,802015.00000000000,Special regs evaluation,ONT-117-25,Oatka Creek,09/26/02,270014,4765309,480,113,0,113,,-77.82180335860,43.00567097660
3920,102020.00000000000,Evaluate exp stocking water,OBH-MNC-45,Beaver Brook,09/30/02,620861,4526252,1173,132,132,0,,-73.56556979690,40.87842976450
3921,102020.00000000000,Evaluate exp stocking water,OBH-MNC-45,Beaver Brook,09/30/02,620873,4525998,1543,51,51,0,,-73.56547680880,40.87614057060
3922,102020.00000000000,Evaluate exp stocking water,OBH-MNC-45,Beaver Brook,09/30/02,620877,4526409,586,54,53,1,,-73.56534942610,40.87984128200
3923,302065.00000000000,Population estimate,D-70-20-25-6,Elm Hollow Brook,09/30/02,514759,4643066,144,42,42,0,,-74.82195792190,41.93942487800
3924,902021.00000000000,General biological survey,E-23-27,Connoisarauley Creek,09/30/02,191892,4708828,0,7,0,0,7,-78.74781748950,42.47051248660
3925,302069.00000000000,Population estimate,D-70-20-25-11,Sprague Brook,10/01/02,519500,4643856,213,11,9,2,,-74.76474012460,41.94643723050
3926,502900.00000000000,General biological survey,C-128,Mount Hope Brook,10/01/02,620641,4819877,0,6,1,4,1,-73.50720165420,43.52208959060
3927,902314.00000000000,General biological survey,E-23-48-3,Lime Lake Outlet,10/01/02,214112,4705135,400,72,1,70,1,-78.47619755360,42.44583016180
3928,902315.00000000000,General biological survey,E-23-48-3-3,Unnamed Water,10/01/02,214197,4705275,200,46,2,44,,-78.47523550690,42.44711999470
3929,802016.00000000000,CROTS survey,ONT-117-66,Canaseraga Creek,10/04/02,277993,4713726,1000,1,0,1,,-77.70373880170,42.54403608640
3930,502904.00000000000,General biological survey,SLC-5,English River,10/08/02,595729,4977704,450,1,1,0,,-73.78653349510,44.94632493090
3931,602218.00000000000,General biological survey,H-240-229,Unnamed Water,10/09/02,471084,4780690,200,1,0,1,,-75.35579225150,43.17842199560
3932,702070.00000000000,"Other, see comments",ONT-66-11-P26-33-5,Canastota Creek,10/09/02,438773,4765951,182,14,0,14,,-75.75170700400,43.04378305340
3933,902012.00000000000,General biological survey,E-13,Eighteenmile Creek,10/09/02,197445,4719983,150,21,0,0,21,-78.68630461160,42.57295217490
3934,302044.00000000000,General biological survey,D-70-20-25-12,Unnamed Water,10/11/02,519052,4639032,95,1,0,1,,-74.77030092210,41.90299979120
