"lat","long","date","waterbody","reach_length(m)","avg_reach_width(m)","method","EBT<140mm","potentially_stocked_EBT","BT<140mm","potentially_stocked_BT","RT<140mm","potentially_s
tocked_RT","Location_Description","Habitat_Comment"
42.30419,-72.98848,"8/9/2012","West Branch Westfield River",NA,0,"Backpack Shocking",1,1,0,0,0,1,"Off Middlefield Rd @ RR bridge","2 backpacks used. Good sample. Lots of 1+ salmon. Missed a bunch of sculpin & dace. Good cobble & boulder spaces in rifles"
42.45253,-72.85727,"8/10/2012","Swift River",400,40,"Backpack Shocking",14,4,1,0,0,0,"Off of Rt 9, 0.3mi W of townline","2 backpacks used. Lg boulder substrate. Good visability & accessability from prev. years due to low flows. Don’t think we stocked this section. The one 0+ salmong must have come from Stones Br. One battery cut out early"
42.51918,-72.99926,"8/13/2012","Westfield River",NA,0,"Backpack Shocking",5,2,0,0,0,0,"Windsor State Forest, along River Rd 0.6mi NW of Windigo Rd","2 backpacks used. Boulder/ cobble, riffle/run pool. Low flow. Decent efficiency. Lost a few fish but overall good representative sample."
42.40499,-72.75001,"8/13/2012","West Branch Mill River",NA,0,"Backpack Shocking",12,0,5,0,0,0,"US of Village Hill Rd xing, adjacent to Rt 9","2 backpacks used"
42.37186,-72.96692,"8/14/2012","Middle Branch Westfield River",396.24,0,"Backpack Shocking",13,8,0,1,0,3,"Along E River Rd 3/4mi SE of Cone Rd","2 backpacks used. 3ft undercut root wad"
42.23043,-72.85739,"8/14/2012","Roaring Brook (1)",NA,0,"Backpack Shocking",76,14,0,0,0,0,"Carrington Rd xing DS, 0.6mi S of Montgomery Rd","Volume way down. Lots of changes esp. in pool vol. good undercuts, wood, root wads, etc. Sm cobble/gravel substrate, considerable fine sediment silt/sand. Banks stable, good veg."
42.16561,-72.84989,"8/15/2012","Potash Brook",NA,0,"Backpack Shocking",57,5,0,3,0,0,"Rt 23 xing just E of I-90 overpass","Little murky following rain. Banks stable. Lg boulders. Undercuts. Pool step, riffles. Highly conductive (super high shorting out battery at 400). Good undercuts for boulders, pockets"
42.1826,-72.87868,"8/15/2012","Stage Brook",NA,0,"Backpack Shocking",60,2,0,0,0,0,"Blandford Stage Rd xing just E of townline","Boulder, cobble, low fine sediment. Good shade. Nice riffle step habitat. Back passes probably 4 1+ & 8-10 0+ AS"
42.35825,-73.09601,"8/16/2012","Depot Brook",NA,0,"Backpack Shocking",10,2,0,0,0,0,"At crossing of Valley Rd, 1/3mi S of RR bridge","Fine silt & cobble bottom. Dark. Undercut. Cobble habitat. Low water, max depth 1ft. Pushed the culvert to pickup some 1+ salmon, EBT. Pumpkinseeds came out of this reach. Good shade. Banks looks stable."
42.33127,-73.09246,"8/16/2012","Shaker Mill Brook",NA,0,"Backpack Shocking",53,5,0,0,0,0,"Lovers Lane Rd xing upstream.","Stable banks. Bedrock & boulder, cobble. Good undercuts & wood at banks. Clear & cold. Great AS & eBT hab. Max pool depth 1.5-2'"
42.3193,-73.08885,"8/16/2012","Yokum Brook",NA,0,"Backpack Shocking",28,8,0,0,0,0,"Along Rt 8 (index site), cujo corner pullout 1/2mi N of County Rd","Boulder, bedrock pools, runs. Sm. Gravel riffles. Incredibly difficult to sample, but a ton of salmon"
42.31627,-73.02681,"8/17/2012","Factory Brook",NA,0,"Backpack Shocking",50,6,0,0,0,0,"Town Hill Rd xing, 1/2mi N of RR xing","2 backpacks used. Sampled 200' DS of bridge & 100' above to avoid pool habitat. Good boulder, undercuts, bubble curtains & rock ledges. Banks stable. Lots of aq insects. Good sample"
42.269,-73.0014,"8/17/2012","Walker Brook (2)",NA,0,"Backpack Shocking",2,3,13,2,0,1,"Rt 20 rd xing US of campground, US of Blandford Rd","2 backpacks used. Boulder, cobble substrate. Lots of algae in stream margins. Some bank scouring above rip rap at bridge. Step pools, short riffles, well confined channel. Knotweed encroaching on riparian area. Huge staging area for bridge & roadwork upstream at stocking pullout across from Wade Inn Rd. Back pass produced 6-10 AS."
42.34475,-72.89267,"8/20/2012","Little River (2)",NA,0,"Backpack Shocking",1,1,0,0,0,0,"Along Rt 112 S of Thrasher Hill Rd ~900ft","2 backpacks used. Think were are just DS of index site. Good riffle run, & pool habitat. Complex boulder/cobble undercuts. Mod. Siltation in pools. Salmon abundant, brook rout not to abundant. Good shad. Stable banks."
42.28429,-72.85405,"8/20/2012","Pond Brook (4)",NA,0,"Backpack Shocking",46,5,0,0,0,0,"Rt 66 @ Lyman Rd xing DS","Shallow, small, silty. Streambed shifted & lost some of channel toward the road (Rt66). Dark, difficult to see. Lots of cracks . Tiny brook trout"
42.3325,-72.88107,"8/20/2012","Little River (2)",NA,0,"Backpack Shocking",86,10,0,0,0,0,"Rt 112 pullout, ~1/2mi S of townline","2 backpacks used. Wider section, more sun. Large boulder & bedrock substrate. Some deep pockets & pools. One long side channel 100' produced many EBT & AS. Lots of EBT & large EBT. Several hundred dace got away."
42.07665,-72.82502,"8/21/2012","Munn Brook",NA,0,"Backpack Shocking",8,4,23,6,0,0,"Rt 57 (Granville Rd) pullout past hairpin turn on right","2 backpacks used. Bedrock & boulder dominate substrate. Deep pools >3' depth. Bubble curtains. Small riffles produced many 0+ fish & many eels all sizes. Volume low by 1/2, side channel that is usually full drying out. Is not regular index site."
42.09065,-72.81367,"8/21/2012","Munn Brook",NA,0,"Backpack Shocking",23,11,4,6,0,0,"N. Loomis Rd xing, adjacent to gravel pit driveway","2 backpacks used. Very tough to grab all fish from riffles, lost a ton. Nice eels & lg trout. Root wad (massive) shifts to block stream literally. Nice pools in upper section, where majority of AS were found. Local fisherman (neighbor) said many of EBT he caught had bellies full of AS fry."
42.30307,-72.76496,"8/21/2012","Sodom Brook",NA,0,"Backpack Shocking",15,5,23,3,0,0,"Southampton Rd xing US","Well shaded. Boulder, cobble, gravel substrate. Pool, riffle seq habitat. Banks stable, root wad & bank LWD udercuts. Sedimentation in many riffles @ or above 50%. Lots of BT & one apparent TT, no formalin to pickle it though."
42.38881,-72.72041,"8/22/2012","Mill River (2)",NA,0,"Backpack Shocking",2,4,0,0,2,0,"Rt 9 xing @ River Rd","2 backpacks used. Bridge being worked on. Shallow & seeing some sedimentation"
42.4083,-72.7366,"8/22/2012","East Branch Mill River",NA,0,"Backpack Shocking",64,0,0,0,0,0,"Along Ashfield Rd, 3/4mi N of Village Hill Rd","2 backpacks used. Shallow. Some sedimentation from prev years. Large boulder. Runs, riffles, pools. Max depth 1.5-2ft. Bank looks stable. Sediment coming from instream sources. Gravel pretty clear, <25% embedded. Good shade. Little wood"
42.50979,-72.76006,"8/23/2012","South River",NA,0,"Backpack Shocking",13,0,0,0,0,0,"Rt 116 pulloff, 0.2mi E of Bullitt Rd","Dropped bucket, lost several 1+ salmon & other species. Very low water. Working on bridge upstream."
42.54088,-72.72704,"8/23/2012","Bear River",NA,0,"Backpack Shocking",11,4,0,0,0,0,"Along S. Shirkshire Rd @ powerlines xing, US of rd xing","Very low water. Lots of green algae. Site under high tension wires"
42.30575,-72.75465,"8/24/2012","North Branch Manhan River",NA,0,"Backpack Shocking",19,4,26,4,0,0,"Along Easthampton Rd, across from Stage Rd","Very low water. Stream canopy low & overgrown. Tom turkey in stream."
42.28112,-72.73222,"8/24/2012","North Branch Manhan River",NA,0,"Backpack Shocking",1,1,18,1,0,0,"Along Loudville Rd, 1/4mi E of Mineral St","Missed a few 1+ salmon"
42.66451,-72.63028,"8/30/2012","Green River (1)",NA,0,"Backpack Shocking",0,0,0,0,0,3,"Green River Rd (pullout), DS of orig site, 3/4mi N of Nelson Rd","2 backpacks used. Moved 300'DS of site to avoid split channel. Left many BND, LND, CS behind."
42.79651,-72.66293,"8/30/2012","Green River, VT",NA,0,"Backpack Shocking",1,0,0,0,0,0,"upper Green River Rd xing @ Hinesburg Rd","2 backpacks used. Shallow, sedimented 50% +. Cobble, gravel substrate. Lots of woody debris but mostly on banks. Signs of flood damage but banks fairly stable."
42.76215,-72.7618,"8/31/2012","Branch Brook, VT",NA,0,"Backpack Shocking",31,10,0,0,0,0,"Along Branch Rd, 1/4mi N of Rt 112","2 backpacks used. Boulder, cobble substrate. Tons of fish. Shaded hemlock. No apparent flood damage in the site. Pool at head of site deep. Lots of trout."
42.7586,-72.76175,"8/31/2012","North River (EB), VT",NA,0,"Backpack Shocking",1,2,0,0,0,0,"Rt 112 @ Branch Rd","2 backpacks used. Low water. Bedrock/bouder. Channel obviously impacted by flood waters. Bare channel. Banks look good, little erosion due to bedrock & rip rap. Shallow though."
42.6299,-72.64558,"9/4/2012","Hinsdale Brook",NA,0,"Backpack Shocking",11,3,15,0,0,0,"Colrain/Greenfield Rd US road crossing","Shallow. Highly sedimented. Small rocks & undercuts. BT looks like AS, light colored. No 0+ salmon though double check see if we stocked it."
42.68163,-72.91722,"9/6/2012","Pelham Brook",NA,0,"Backpack Shocking",30,4,0,0,0,0,"Off Zoar Rd 1/3mi N of Brittingham Hill Rd","2 backpacks used. Pool at base of site deepened  scoured at beach. Rest of habitat looks shallow, w/ good interstitial spaces. Rock overhangs & bubble curtains. Stable banks. Littered w/ bottles on road adj to creek."
42.63843,-72.86829,"9/6/2012","Mill Brook (2)",NA,0,"Backpack Shocking",39,7,0,0,0,0,"Along Rt 8A ~1/2mi N of covered bridge","2 backpacks used. Shallow, cobble, gravel. Banks raw, covered in boulders."
42.65025,-72.86702,"9/6/2012","Maxwell Brook",NA,0,"Backpack Shocking",27,4,0,0,0,0,"Maxwell Rd, 0.2mi N of Rt 8A","Large pool in middle of index site is totally gone. Irene cleaned blow-downs out"
42.7047,-72.78339,"9/7/2012","Sanders Brook",NA,0,"Backpack Shocking",99,7,0,0,0,0,"US of Adamsville Rd xing @ townline","Dark. Boulder, cobble substrate. Banks scoured but stable. Good root protection. Some downed wood. Very few salmon. Good efficiency."
42.68047,-72.74175,"9/7/2012","West Branch North River",NA,0,"Backpack Shocking",0,0,0,1,0,0,"Along Adamsville Rd @ garden site, opposite of Wilson Hill Rd","2 backpacks used. Sandy, wide. Lots of trees down. Complex in the wod. Missed a lot of fish . Got 2 1+ AS & 4 0+ on quick back pass. Not the best sample"
42.70451,-72.83546,"9/7/2012","West Branch Brook",NA,0,"Backpack Shocking",18,4,0,0,0,0,"Rt 8A rd xing DS, next to Sumner Stetson Rd","Lost a lot of riffle habitat through section. Many pools & runs. Good root wads & LWD where EBT found abundantly"
42.5175,-72.51982,"9/10/2012","Sawmill River",NA,0,"Backpack Shocking",0,0,2,0,0,0,"Leverett Rd, E of RR tressel, <0.5mi E of Rt 63","2 backpacks used. USFWS may have been through to get their disease sample. Not a lot of 0+ salmon, eels (2). Stream wide, bubble curtains. Easy hiding places. Missed some salmon; 2 1+ & 4-5 0+ at least."
42.50166,-72.45753,"9/10/2012","Sawmill River",NA,0,"Backpack Shocking",0,1,0,1,0,0,"Along N. Leverett Rd, 3/4mi E of Moores Corner","2 backpacks used. Dark, tannic water. Mossy cobble bottom. Very difficult to see, sure we missed fish. Bank stable. Good shade. Seemed to weather the Irene flood well in this location."
42.72078,-72.59953,"9/11/2012","Shattuck Brook",NA,0,"Backpack Shocking",35,9,0,0,0,0,"Keets Bk Rd/Shattuck Bk Rd (upper site), just W of townline","Shallow. Bedrock, boulder dominate substrate. Small patches of gravel. <50% inundated by fine sed. Abundant small wood, debris in channel. Run, riffles, pools. Max depth ~1.5ft. Low conductivity. Decent sample. Missed a few sculpin."
42.70378,-72.41871,"9/11/2012","Mill Brook",NA,0,"Backpack Shocking",6,1,15,3,0,0,"School Rd/Warwick Rd xing, 3/4mi W of townline","Dark. Mossy cobble, gravel, boulder substrate. Hemlock dominated overstory. Low water, half the lower channel exposed."
42.59942,-72.90809,"9/20/2012","Mill Brook (3)",NA,0,"Backpack Shocking",27,2,19,3,0,0,"2nd Middle Rd xing","Looks channelized in lower section above bridge xing. Cobble, gravel. Banks in good shape. Last 75ft of channel looks more normal after road between the 2 fields. Sedimentation in pool, shallower, lots of fine sediments. Good sample though, lots of fish."
42.40915,-71.78828,"9/27/2012","Stillwater River",NA,0,"Backpack Shocking",0,0,0,1,0,0,"Off of DCR access rd, DS of Muddy Pond Rd","Low gradient. Pools, runs, riffles. Undercut banks & wood. Riffles produced astounding amounts of salmon & shiners. Fallfish in pools mostly, in lg #s. algae throughout gravel, cobble, sand substrate."
42.41194,-71.79214,"9/27/2012","Stillwater River",NA,0,"Backpack Shocking",0,1,0,0,0,0,"US of Dana Hill Rd/Muddy Pond Rd, old dam","Algae covered boulder/cobble, sand. Started where water was flowing, through 2 riffles & runs. Tons of salmon"
42.44658,-71.81802,"9/28/2012","Stillwater River",NA,0,"Backpack Shocking",0,3,0,0,0,0,"Above Rt 140 bridge, upstream",""
42.18858,-72.45233,"9/26/2012","UNT to Higher Brook",NA,0,"Backpack Shocking",2,5,0,0,0,0,"Miller St xing US, 1/4 mi S of Rt 21","Upstream of rd xing between Miller Rd & house #590. Shallow, 8"" deep avg. Mostly riffle/run w/ corner pool. After 60' thick rose bushes, had to bounce up 30'. Wooded area, pretty thick underbrush. Bridle shiner voucher (?)- later confirmed to be CCS not BM."
42.67524,-72.75215,"9/12/2012","UNT to Taylor Brook (1)",NA,0,"Backpack Shocking",107,7,0,0,0,0,"Heath Rd across Taylor Brk under powerlines","Exposed though regrowing fast. Open rocky chnnel beneath powerlines. Partially functioning cement culvert. Run pool step though. Lg boulders up to gorgeous pools at head of site. Lost considerable pool volume from last year & produced less adult fish than recalled. However extremely impressive quantity & health of EBTs. Taylor Br scoured to clay."
42.67157,-72.76488,"9/12/2012","UNT to Taylor Brook (2)",NA,0,"Backpack Shocking",78,8,0,0,0,0,"Thibideau Rd xing US of culvert","Cobble substrate above CMP culvert set at grade. Bank stability & vegetation look good. Good pools near top of reach w/ fabulous root undercuts produced big EBT"
42.7183,-72.70441,"9/12/2012","UNT to East Branch North River (4)",NA,0,"Backpack Shocking",15,1,0,0,0,0,"Off Franklin Hill Rd 300ft upstream from GPS coordinates","Low gradient, high levels of silt. Small pools. Fern & moss covered banks. Hemlock, alder, oak overstory. Went subsurface at starting point, disconnected from that point to EB North R. very shallow, most fish found in pools. Above top of reach, stream heavily incised, steeper gradient >5%."
42.71171,-72.71424,"9/12/2012","UNT to East Branch North River (2)",NA,0,"Backpack Shocking",79,3,0,0,0,0,"Calvin Cooms Rd xing @ Fairbanks Rd junction (US of culvert)","Shallow, highly sedimented. Riffle habitat, 3.5"" in depth. Small pools, 1ft in depth. Best pool immediately above culvert."
42.70985,-72.70908,"9/12/2012","UNT to East Branch North River (2)",65,10,"Backpack Shocking",82,0,0,0,0,0,"Along Calvin Coombs Rd 0.3mi W of Rt 112","Bedrock controlled step pools. Little gravel. Banks in good shape, no apparent blowouts. Small woody debris, shaded. This is upstream of the exact site sampled last year."
42.633335,-72.68544,"9/13/2012","UNT to Hinsdale Brook",120,10,"Backpack Shocking",22,1,0,0,0,0,"Little Mohawk Rd xing, 1/2mi S of townline","0 fish upstream of rd xing (200'). Perched CMP ~24"" above grade of DS outlet. Bedrock falls DS of culvert. Sm step pools, little gravel. Unconsolidated rubble. Some sm wood. Fish caught in lower gradient pools & riffles 200' DS of rd xing. All fish obtained DS 200' of xing."
42.68971,-72.75295,"9/13/2012","UNT to West Branch North River (2)",NA,0,"Backpack Shocking",55,1,0,0,0,0,"between 389 & 381 Adamsville Rd, upstream of stone wall & cement pipe, 1/4mi E of Hillman Rd","Ellie Rigosa (landowner, growseed.org) stopped to talk to us. Interested in restoration, tree planting, helping the trout. (she also has 2 other streams on her property). Pools & tiny riffles, very low flow. Cobble, boulder substrate. Incised channel. Good tree cover & bank stability."
42.49052,-72.76485,"9/14/2012","UNT to Poland Brook",NA,0,"Backpack Shocking",84,2,0,0,0,0,"Williamsburg Rd to Bird Hill Rd US of road crossing","US of CMP xing (30"") at Williamsburg Rd, sampled 150ft. Shallow, cobble gravel substrate. Tons of gravel & sand adj to culvert, must be backed up during Irene. Then upstream of next culvert at 42.49034, 72.76604, 150ft on Bird Hill Rd. US site more contained, mossy banks, boulder controlled, 4' avg width, larger deeper pools. S"
42.51089,-72.74302,"9/14/2012","UNT to Poland Brook",90,16,"Backpack Shocking",40,9,0,0,0,0,"North Poland Rd US of stream crossing, <0.2mi S of Rt 116","Stream going subsurface between pools in first 100ft US of iron culvert (40'). Gravel substrate. Trib to east at top of reach dry. US of our sample site continued disconnected pools. Highly braided channel"
42.52679,-72.70243,"9/14/2012","UNT to South River",70,23,"Backpack Shocking",97,1,0,0,0,0,"#753-755 private drive off Shelburne Falls Rd, 1/3mi S of Bardwell Ferry Rd","Small, brush filled pool & small riffles. Bedrock/gravel substrate, mostly well confined. Lots of woody debris. Well shaded w/ mix of overstory & shrubs. Switchign to hemlock forest above site. Darker, more bedrock. Begin of site has blue flag on RB ree, end of site at flagging & point of prop bndry."
42.67804,-72.72165,"9/18/2012","Foundry Brook",97,9,"Backpack Shocking",47,4,0,0,0,0,"Foundry Village Rd to Cary Dr in Foundry Acres","Campsites. Nice shelter, start at wooden bridge. Cobble, gravel. 1+ salmon (only 1)! Nice pools, stable banks, good tree cover in sections. Some sedimentation issues at riffles. Nice spot to work up fish in the rain."
42.69053,-72.71655,"9/18/2012","UNT to East Branch North River (1)",115,8,"Backpack Shocking",62,2,0,0,0,0,"Off York Rd, 1.2mi N of Foundry Village Rd, DS of homestead","Small pools, short riffles. Lots of trees down in channel. Some bank sloughing & scour but doesn’t appear much different from last year. Cobble, bedrock substrate."
42.63538,-72.97543,"9/13/2012","Wheeler Brook (2)",NA,0,"Backpack Shocking",10,1,0,0,0,0,"Rt 2 @ Black Brook Rd across Cold River","Brook fully isolated from Cold R due to bedload deposits in mainstem. Fish in lower section may have come from Cold R during flooding. However found fish (EBT) midway up impassable waterfall & when gradient reached 0-2.7 at top of reach found mult age classes in pools. Bedrock, boulder substrate, cascades, steep, some lrg wood, sparse gravels. Amazing & interesting brook."
42.39289,-72.75803,"9/19/2012","Town Lot Brook",NA,0,"Backpack Shocking",45,4,0,0,0,0,"Rt 143 to Geer Hill Rd xing upstream to confluence w/ Town Lot Brook","Low gradient forested stream. Well est. fern covered banks. White pine, alder overstory. Gravel bed. Lots of downed wood, good structure. Pool, riffle sequences. Undercut banks, meander bends. EBT mostly in pools & undercuts. Lots of tanins, water reddish colored. Colorful fish."
42.44228,-72.75071,"9/19/2012","Cold Brook",NA,0,"Backpack Shocking",31,2,0,0,0,0,"Ashfield Rd to county line, follow Bradford Bk DS to confluence w/ Cold Br","Low gradient forested stream. Hemlock overstory. Gravel, cobble bottom. Well confined banks w/ occassional side channels. Sampled into slight gradient change. Large boulders. Dark, high levels of tannins."
42.38488,-72.83257,"9/19/2012","Baker Brook",239,31,"Backpack Shocking",8,1,0,0,0,0,"off Stage Rd, walked downhill to brook","Shallow, low gradient. Hemlock, alder forested stream. Silt, gravel bottomed stream. Stable banks. Found 0 fish upstream of coord point to 300'. Turned around went downstream 380'. WS & EBT came mostly out of pools, riffle segments barren."
42.54371,-72.88948,"9/20/2012","Billings Brook",NA,0,"Backpack Shocking",25,0,0,0,0,0,"Plainfield Rd crossing at town line, US of xing","Cobble, gravel substrate. Shallow, low gradient, raising slightly through upper section of site. Downed wood, pools. Small road crossing directly US of north road crossing. Tried South Hawley Rd in the State Forest; very swampy & disconnected, very little water so came downstream to this location."
42.42673,-72.82733,"9/20/2012","UNT to Fuller Brook",NA,0,"Backpack Shocking",47,9,0,0,0,0,"Fuller Bk Rd xing DS, 0.4mi W of Chesterfield Rd","Tried above Rd xing but found no fish in first 150'. Culvert DS of Fuller Rd perched ~1ft from stream on DS side. Boulder/cobble substrate. Downed wood. Nice pool formation, scour pools. Banks stable DS, Erosion coming from road at crossing, could be stabilized.
*Stream line not on topo map or GIS, UNT was mistaken as Fuller Br*"
42.14374,-72.85909,"9/21/2012","UNT to Sodum Brook",NA,0,"Backpack Shocking",69,5,0,0,0,0,"S. Quarter Rd xing DS, 3/4mi W of General Knox Rd","Upstream practically dry-unshockable. Spot-shocked below perched rd xing, no fish for 200'. Found 1st EBT in logging road where brook crosses. Slash/debris, tire ruts, etc. measured 300' DS to start survey. Sm pools & riffles. Gravel & cobble, boulder substrate. Forested stream. Stable banks. Fine sediment from apparent recent logging activity crossing stream & riparian zone at US end of survey. Observed fish DS of Soum Br xing, also perched. US is shockable though."
42.16686,-72.92267,"9/21/2012","Falls Brook",NA,0,"Backpack Shocking",96,1,0,0,0,0,"off of Herrick Rd @ end, last house thru field to stream","Elane Gates, landowner at end of Herrick Rd gave us permission to cross her field. Said land surrounding area is conservation land. Wanted a copy of data sheet."
42.28946,-72.89759,"9/21/2012","Still Brook",NA,0,"Backpack Shocking",7,2,0,0,0,0,"E. River Rd down to boat ramp & US from confl w/ res","Start at rubble-filled cement culvert on other side of reservoir. EBT found between 100' & 200' US to base of a 3' vert drop, followed shortly by a 15-20' step falls. Surveyed 100' past these falls."
42.0332,-72.4168,"9/26/2012","Thrasher Brook",NA,0,"Backpack Shocking",4,4,0,0,0,0,"South Rd to end US of stream crossing @ CT state line","DS of road crossing on South St. deep pool after broken cement culvert. Wetland above culvert. Shallow, meandering forested stream. Gravel, sand, silt bottom, lots of woody debris."
42.03289,-72.41904,"9/26/2012","Thrasher Brook",NA,0,"Backpack Shocking",0,4,0,0,0,0,"End of South Rd just into CT","DS of rd xing, shallow forested stream. Sand, silt, gravel substrate. Lots of wood in channel, 8' wide. 2nd reach upstream past swampy wetland. Creek channel meanders & works its way back into the forest. Need 2 age classes,"
42.19134,-72.43999,"9/26/2012","UNT to Higher Brook",137,10,"Backpack Shocking",11,1,0,0,0,0,"Reservoir Rd DS towards cul de sac (Pine Glen Dr)","Low gradient. Heavily sedimented. Forested. Swampy brook upstream into development cul de sac. Started there & spot shocked until finding fish in upper loc. Then proceeded DS until locating EBT at start point coord. Measured out 200' DS fromt hat point & proceeded w/ lower survey."
42.19576,-72.45367,"9/26/2012","Higher Brook (1)",137,7,"Backpack Shocking",22,1,0,0,0,0,"Lyon St xing US","Urbanized lawns going right up to channel above sampled sections, going through back yards. Substrates gravel & muck, less than 1ft in depth. Tiny pools, tinier riffles."
42.56184,-71.88226,"6/19/2012","UNT to Whitman River (1)",NA,0,"Backpack Shocking",34,5,0,0,0,0,"US of Depot Rd xing (road going to gravel pit)","37 wild EBTs found. Excellent canopy. Multiple age classes. Survey as part of review for proposed MBTA layover facility."
42.56435,-71.88442,"6/19/2012","UNT to Whitman River (2)",100,10,"Backpack Shocking",54,1,0,0,0,0,"RR crossing to Depot Rd culvert (road going to gravel pit)","Survey as part of review for proposed MBTA layover facility"
42.36839,-71.78107,"6/21/2012","West Boylston Brook",NA,0,"Backpack Shocking",0,0,1,2,0,0,"DCR access road to Wachusett Res, off Rt 140/12","Strong odor. High gradient. All fish from below 1st culvert. Surveyed from reservoir plunge pool to railroad crossing. Many small pools amongst channel."
42.4892,-71.71358,"7/17/2012","Wekepeke Brook",NA,0,"Backpack Shocking",3,0,0,0,0,0,"Rt 117 corssing DS, DS of Bartlett Pond","Backpack w/ 2 probes, crew of 3. 3 EBTs found w/ multiple age classes. Crayfish & frogs present. Good canopy w/ downed trees & cobble. *boards removed at Bartlett Pond, free flowing through pond up to confluence of Nashua R."
42.48899,-71.71382,"7/17/2012","Wekepeke Brook",NA,0,"Backpack Shocking",0,1,0,0,0,0,"Rt 117 crossing DS","1 EBT found. 1 8-10"" BT seen (stocked trout from pond). Black spec found on cyprinids"
42.48848,-71.71401,"7/17/2012","Wekepeke Brook",NA,0,"Backpack Shocking",0,1,0,0,0,0,"Rt 117 crossing US to dam","1 EBT found. Surveyed from Rt 117 crossing to dam (Bartlett Pond). Frogs & crayfish present."
42.48612,-71.71664,"7/17/2012","Wekepeke Brook",NA,0,"Backpack Shocking",52,5,0,3,0,0,"Above Bartlett Pond US","Multiple age classes- EBTs (57). Backpack w/ 2 probes, 3 person crew. Sand on top w/ 1 ft+ of silt underneath. No canopy. Past beaver activities w/ multiple staged old beaver dams. Crayfish present."
42.181656,-72.080811,"7/18/2012","UNT to Quaboag Pond",NA,NA,"Backpack Shocking",0,1,0,0,0,0,"Lake Rd crossing N","Backpack w/ rattail. Survey plunge pool only (brook dry). 1 EBT - 280mm. Frogs present."
42.30104,-72.10562,"7/18/2012","UNT to Sucker Brook",NA,0,"Backpack Shocking",14,0,0,0,0,0,"Mill Rd crossing DS, ~1/2mi N of King Rd","Backpack w/ rattail. Low flow w/ good canopy. Frogs present. 22 EBTs found."
42.60972,-72.12926,"7/24/2012","UNT to Hoyt Brook",NA,0,"Backpack Shocking",22,3,0,0,0,0,"off Colony Rd US of confluence","Backpack w/ rattail. 25 EBTs found. Sampled pools. Excellent canopy. Frogs & crayfish"
42.62597,-72.19433,"7/25/2012","West Gulf Brook",117,8,"Backpack Shocking",33,0,0,0,0,0,"Gulf Rd DS crossing","Many small pools w/ mixed substrate. No crawfish, many frogs. Fish spread throughout stream. Many rocks causing small gradual step pools. Little sediment. Brookies ranging from 130-44 with a total of 33. vegetation growth to stream, w/ hemlock & hardwood canopy. Little impact from road crossing from erosion."
42.60303,-72.17553,"7/25/2012","Buckman Brook",236,10,"Backpack Shocking",19,1,0,0,0,0,"Cons property DS of Newton Res","20 EBTs. Backpack w/ rattail. Sampled pools mainly, thin water between pools. Excellent canopy"
42.52693,-71.89378,"7/31/2012","Smith Brook",108,6,"Backpack Shocking",26,1,0,0,0,0,"Andrea Ln crossing US","Backpack w/ rattail. EBTs only. Channelized w/ rock walls. Cloudy water w/ stagnant pools surveyed. Surprising to find EBTs"
42.39019,-71.83917,"8/6/2012","Ball Brook",NA,9,"Backpack Shocking",29,1,0,0,0,0,"Above Trout Brook Park","Isolated pools w/ minimum flow between. Sampling conducted above & below natural boulder 4' wall amongst stream bed. EBTs found in pools above & below barrier. Hemlock canopy with moss covered stony bottom. No fine sediments. 30 EBTs, 60-146m."
42.44601,-71.64077,"8/20/2012","Still River",NA,0,"Backpack Shocking",74,9,0,0,0,0,"Forbush Mill Rd DS, 1/3mi W of Main St","Backpack w/ rattail. 83 EBTs found. Cold clean water w/ excellent canopy. Plenty of EBTs left behind along sample zone. Excellent stream"
42.1726,-72.14787,"8/22/2012","Freeman's Brook",NA,0,"Backpack Shocking",7,1,0,0,0,0,"Cronin Rd crossing DS, just N of powerlines xing","Backpack w/ rattail. 8 EBTs (52-1433mm). Rocks w/ stone base. Silt build up at pools. Good canopy. Frogs present"
42.16789,-72.14828,"8/22/2012","UNT to Freemans Brook",NA,0,"Backpack Shocking",24,3,0,0,0,0,"Southbridge Rd crossing DS, 1/4mi N of Brookfield Rd","Backpack w/ rattail. 27 EBTs (46-170mm). Loose rocks w/ hard bottom. Good canopy, frogs present."
42.71444,-73.08306,"8/28/2012","Hoosic River (N.B.)",177,15,"Backpack Shocking",9,0,11,6,0,0,"Off of Rt 8 adjacent to Cascade School Supplies. Upstream of dam site","3 backpacks used. Split channel post-Irene. Deeper channel is on river right. Tons & tons of little fish. Rained in early morning but stream flow still appears low w/ no turbidity. A portion of bank on both sides are slumping. Substrate composed of boulder, sand, cobble, gravel & silt. Very large percentage of wetted rocks are algae-covered. Canopy cover of maple, willow & oak."
42.58079,-72.82528,"9/12/2012","Clesson Brook",150,8,"Backpack Shocking",19,1,0,0,53,5,"Off of Clesson Brook Rd, 1/2mi W of Shepherd Rd","First sample post Irene. Site starts upstream of streamford & placed stream boulders. Site ends at red house. Habitat was not that great in site. Mostly small step pools & riffles w/ some slack water. Lots of down cutting from storm w/ sand. Banks are very scoured. Riparian area composed of yellow birch, white pine, beech, poplar, maple"
